sido_nm,sigun_nm,amtprcp,norm_year,shortage
강원도,화천군,92.4,26.8101857950199,-
강원도,양구군,88.2,25.774621816353,-
강원도,인제군,93.8,33.784414016979,-
강원도,고성군,118.2,41.9773180709384,-
강원도,양양군,94.1,49.6443817251966,-
충청북도,청주시,78,42.8512441115701,-
충청북도,충주시,74.4,40.541303146948,-
충청북도,제천시,85.5,36.913023060375,-
충청북도,보은군,89.2,45.43633062351,-
충청북도,옥천군,89.4,46.2181916481829,-
충청북도,영동군,94.1,47.9138393980573,-
충청북도,증평군,80.4,39.629099861547,-
충청북도,진천군,76.4,37.9654084507229,-
충청북도,괴산군,79.9,40.0011451971514,-
충청북도,음성군,79,38.1297071137172,-
충청북도,단양군,73.7,35.5381863639269,-
충청남도,천안시,71.3,37.0512708533813,-
충청남도,공주시,89.7,45.936641624114,-
충청남도,보령시,77.3,43.6106795153541,-
충청남도,아산시,72.7,35.619048514345,-
충청남도,서산시,93.7,39.7298784974776,-
충청남도,논산시,97.2,51.4694882561494,-
충청남도,계룡시,97,54.3474617013501,-
충청남도,당진시,93.3,36.9653166169256,-
충청남도,금산군,89.4,51.4220494226035,-
충청남도,부여군,88.9,48.5221332934762,-
충청남도,서천군,84.5,42.7220437473172,-
충청남도,청양군,88.1,43.6681018897121,-
충청남도,홍성군,88.6,39.220060656332,-
충청남도,예산군,83.6,40.8356891837925,-
충청남도,태안군,87.2,39.317189293836,-
전라북도,전주시,90.5,49.7754013619016,-
전라북도,군산시,83.6,44.5199014142023,-
전라북도,익산시,90.7,45.3661985576934,-
전라북도,정읍시,84.7,50.1506993614925,-
전라북도,남원시,92.9,58.5213481546755,-
전라북도,김제시,78.9,44.9952208988411,-
전라북도,완주군,91.4,50.8599343958622,-
전라북도,진안군,99.4,58.7810059121496,-
전라북도,무주군,94.2,50.459641603037,-
전라북도,장수군,95.8,58.0931234703174,-
전라북도,임실군,93.4,51.6337705070014,-
전라북도,순창군,105.5,58.4501214310058,-
전라북도,고창군,75.4,48.3296017351118,-
전라북도,부안군,98.2,47.2642302700292,-
전라남도,목포시,122.6,63.5199137577063,-
전라남도,여수시,131,82.5503908530169,-
전라남도,순천시,155.2,64.1896566233269,-
전라남도,나주시,109.6,59.2209095204072,-
전라남도,광양시,178.4,80.5852804327754,-
전라남도,담양군,116.4,58.4948179291372,-
전라남도,곡성군,97.1,55.3702928149339,-
전라남도,구례군,140,65.9089712996623,-
전라남도,고흥군,136.1,85.2847816268554,-
전라남도,보성군,170.5,69.2891999981412,-
전라남도,화순군,117.1,59.6635917536706,-
전라남도,장흥군,166.7,79.2042491723884,-
전라남도,강진군,146.8,78.7731579265829,-
전라남도,해남군,131.4,75.64337508191,-
전라남도,영암군,126.6,63.6467359109383,-
전라남도,무안군,105.1,59.2934989766865,-
전라남도,함평군,99.6,56.3755282747848,-
전라남도,영광군,96.2,55.411034644913,-
전라남도,장성군,101.6,57.3175554837098,-
전라남도,완도군,129.2,100.070041280454,-
전라남도,진도군,130.4,77.3684906685981,-
전라남도,신안군,109.3,62.6706840472914,-
경상북도,포항시,101.6,54.8354867988857,-
경상북도,경주시,107.1,60.1220585798623,-
경상북도,김천시,90.1,48.3618515133258,-
경상북도,안동시,101.3,43.6295528018822,-
경상북도,구미시,90.1,44.3657418643781,-
경상북도,영주시,106.3,46.6992867134315,-
경상북도,영천시,104.5,48.0830420895047,-
경상북도,상주시,93.6,49.9306954320286,-
경상북도,문경시,98.8,46.2627716830388,-
경상북도,경산시,102.2,51.9652506500285,-
경상북도,군위군,92.7,45.3679053477036,-
경상북도,의성군,91.3,43.2561123533875,-
경상북도,청송군,90.4,41.6375069452387,-
경상북도,영양군,100.5,40.6873365218043,-
경상북도,영덕군,87.3,47.7832523040577,-
경상북도,청도군,115.7,55.7891819804711,-
경상북도,고령군,89.4,49.239113310033,-
경상북도,성주군,94.1,51.7972034073986,-
경상북도,칠곡군,96.6,45.8513753110884,-
경상북도,예천군,98.7,42.7591750399424,-
경상북도,봉화군,111.9,45.149577217275,-
경상북도,울진군,110.5,53.5356474816094,-
경상북도,울릉군,77,71.2633333333333,-
경상남도,창원시,154.9,70.9825254126457,-
경상남도,진주시,138.2,72.3030447658349,-
경상남도,통영시,142,90.5771118908256,-
경상남도,사천시,133,77.8318722952222,-
경상남도,김해시,153.6,66.0503862819377,-
경상남도,밀양시,128.7,57.4067462249963,-
경상남도,거제시,156.4,104.610658651183,-
경상남도,양산시,154.4,66.7360298334752,-
경상남도,의령군,122.7,60.7532616110654,-
경상남도,함안군,105.8,60.3956180090105,-
경상남도,창녕군,104.9,56.0902872017344,-
경상남도,고성군,146,80.6320077467095,-
경상남도,남해군,180.2,107.666154484586,-
경상남도,하동군,150.5,80.8179209881452,-
경상남도,산청군,147.9,69.9111536541587,-
경상남도,함양군,101.2,60.720996859331,-
경상남도,거창군,90.6,54.6116772794763,-
경상남도,합천군,106.7,53.3560265338411,-
제주특별자치도,제주시,200.3,113.918070187146,-
제주특별자치도,서귀포시,236.8,137.87176427797,-
