sido_nm,sigun_nm,amtprcp,norm_year,shortage
충청북도,진천군,61.5,25.8519972478043,-
충청북도,괴산군,56.2,25.0073996615436,-
충청북도,음성군,63.5,22.8313364027412,-
충청북도,단양군,50.3,21.8343462868538,-
충청남도,천안시,59.6,25.6022422594354,-
충청남도,공주시,67.7,30.4922015615345,-
충청남도,보령시,65.9,27.8125735190843,-
충청남도,아산시,59.9,24.4964845647893,-
충청남도,서산시,68.8,25.9421780236097,-
충청남도,논산시,66.5,35.808595158233,-
충청남도,계룡시,62,34.1638715907007,-
충청남도,당진시,69.9,25.3022354544403,-
충청남도,금산군,55.8,36.1869423994878,-
충청남도,부여군,66.4,31.3808762305249,-
충청남도,서천군,62,32.5396519945012,-
충청남도,청양군,64.6,28.83847024318,-
충청남도,홍성군,64.9,24.1085873425691,-
충청남도,예산군,66.9,25.8136580268883,-
충청남도,태안군,63.4,26.554918735787,-
전라북도,전주시,54.5,38.22201961979,-
전라북도,군산시,57.8,33.7585609336691,-
전라북도,익산시,59.1,32.3844557919816,-
전라북도,정읍시,61.9,37.7976515310297,-
전라북도,남원시,59.9,41.6538769182993,-
전라북도,김제시,51.2,34.7912652807232,-
전라북도,완주군,59,37.0061606174182,-
전라북도,진안군,60.9,40.430649980355,-
전라북도,무주군,60.4,34.088475764911,-
전라북도,장수군,60.1,41.1070335617156,-
전라북도,임실군,57.4,37.0468031231222,-
전라북도,순창군,74.5,41.4482225302499,-
전라북도,고창군,49.5,36.6671690692834,-
전라북도,부안군,66.3,38.3716846117561,-
전라남도,목포시,60.6,42.3333333333333,-
전라남도,여수시,67.8,40.9943333396844,-
전라남도,순천시,84.4,35.0078138300132,-
전라남도,나주시,68.9,42.8603114089082,-
전라남도,광양시,92,41.4393970168914,-
전라남도,담양군,74.9,44.4203517871064,-
전라남도,곡성군,56.5,37.3223748793843,-
전라남도,구례군,77.4,41.428071383976,-
전라남도,고흥군,72,47.2519878504175,-
전라남도,보성군,83.3,40.124879390467,-
전라남도,화순군,63.7,38.5970404721305,-
전라남도,장흥군,85.4,45.5170123234086,-
전라남도,강진군,81.1,45.3758706401262,-
전라남도,해남군,66,45.3586577941773,-
전라남도,영암군,67.3,43.914048776333,-
전라남도,무안군,58,41.6255898725756,-
전라남도,함평군,74.8,40.5641311993824,-
전라남도,영광군,67.7,40.546346452074,-
전라남도,장성군,73.1,43.0565023214251,-
전라남도,완도군,71.7,51.9266718267235,-
전라남도,진도군,70.9,46.6768830019884,-
전라남도,신안군,56,42.2575030531286,-
경상북도,포항시,61.4,35.7738275381787,-
경상북도,경주시,67.7,34.6638531240184,-
경상북도,김천시,49.2,31.6612262573872,-
경상북도,안동시,66.3,24.1277098725656,-
경상북도,구미시,54,27.2375160657999,-
경상북도,영주시,60,27.5551936767039,-
경상북도,영천시,63.1,30.6564403164712,-
경상북도,상주시,53.6,31.0222746548802,-
경상북도,문경시,56.4,28.1776058740785,-
경상북도,경산시,60.3,33.4858463548612,-
경상북도,군위군,60.5,28.4912873599305,-
경상북도,의성군,59,25.1117263892029,-
경상북도,청송군,58.6,25.0410618646819,-
경상북도,영양군,61.6,23.7408928874052,-
경상북도,영덕군,47.9,32.3208275688563,-
경상북도,청도군,68,32.7401733642861,-
경상북도,고령군,50.8,34.0162078071292,-
경상북도,성주군,54.8,32.957219606255,-
경상북도,칠곡군,63.1,28.3973654345786,-
경상북도,예천군,57.9,26.3334738038772,-
경상북도,봉화군,73.4,25.8502722685167,-
경상북도,울진군,60.5,36.4345149860317,-
경상북도,울릉군,103,77.38,-
경상남도,창원시,78.4,41.948336413041,-
경상남도,진주시,59,44.2858840030785,-
경상남도,통영시,91,47.216182108547,-
경상남도,사천시,60.9,46.7715373728539,-
경상남도,김해시,84.8,40.6903586605708,-
경상남도,밀양시,72.3,34.8107909278979,-
경상남도,거제시,104.7,59.5805822856357,-
경상남도,양산시,94.9,43.153483618744,-
경상남도,의령군,56.1,38.535250801886,-
경상남도,함안군,51.8,37.6723585666761,-
경상남도,창녕군,53.1,36.0980569780528,-
경상남도,고성군,78.3,46.4682584505133,-
경상남도,남해군,99.4,60.0842373771975,-
경상남도,하동군,81.6,45.1719955701322,-
경상남도,산청군,75.1,42.3960789971463,-
경상남도,함양군,63.6,38.9595701246725,-
경상남도,거창군,51.7,32.8841940576253,-
경상남도,합천군,54.1,32.1992221305517,-
제주특별자치도,제주시,118.3,66.7860215544087,-
제주특별자치도,서귀포시,114.6,75.375063896758,-
