sido_nm,sigun_nm,amtprcp,norm_year,shortage
전라북도,장수군,119.6,88.417216470932,-
전라북도,임실군,98.3,85.8410928990997,-
전라북도,순창군,119.4,92.8154522832241,-
전라북도,고창군,90.8,86.1231917562418,-
전라북도,부안군,75.7,84.7343409808866,9.03434098088661
전라남도,목포시,109.2,88.9231887930806,-
전라남도,여수시,133.4,143.238801423903,9.83880142390302
전라남도,순천시,105.7,118.532114651106,12.8321146511061
전라남도,나주시,118.3,94.2835929662429,-
전라남도,광양시,122,150.217907926699,28.2179079266987
전라남도,담양군,129,92.0688115684516,-
전라남도,곡성군,105.3,89.5285158460444,-
전라남도,구례군,127.6,102.990905299227,-
전라남도,고흥군,136.5,137.115929157877,0.615929157877247
전라남도,보성군,124.8,128.56851322285,3.76851322284953
전라남도,화순군,113.9,99.7482775917313,-
전라남도,장흥군,133.1,123.467527874487,-
전라남도,강진군,125.2,117.932519459178,-
전라남도,해남군,118,104.373523949119,-
전라남도,영암군,113,94.2568538619956,-
전라남도,무안군,106.9,87.5748581969343,-
전라남도,함평군,110.7,89.7423616764089,-
전라남도,영광군,96,91.1065638540477,-
전라남도,장성군,99.3,92.7050858574144,-
전라남도,완도군,146.4,137.459993252233,-
전라남도,진도군,127.6,112.969283093127,-
전라남도,신안군,112.8,93.321468625745,-
경상북도,포항시,112.6,88.7211281235294,-
경상북도,경주시,103.4,91.9714718894515,-
경상북도,김천시,115.7,76.7614982396149,-
경상북도,안동시,130.9,83.8207959045143,-
경상북도,구미시,118.9,75.7509603056666,-
경상북도,영주시,131.7,102.72988885173,-
경상북도,영천시,112.5,87.3246752029017,-
경상북도,상주시,147.2,91.3348975367648,-
경상북도,문경시,154.1,97.8770490996601,-
경상북도,경산시,104.6,80.6703344095506,-
경상북도,군위군,122.7,78.3390855964504,-
경상북도,의성군,120.3,79.7897592583132,-
경상북도,청송군,121.3,78.8589889749964,-
경상북도,영양군,152.4,78.0538894182465,-
경상북도,영덕군,132.4,75.0143897559289,-
경상북도,청도군,121.9,92.617996124259,-
경상북도,고령군,106.3,86.7557106216408,-
경상북도,성주군,103.3,86.3232642151733,-
경상북도,칠곡군,106,80.7629045059314,-
경상북도,예천군,123.1,94.3041598345964,-
경상북도,봉화군,158.9,95.7536364543718,-
경상북도,울진군,155.4,77.7320492995171,-
경상북도,울릉군,99.2,106.16,6.96000000000001
경상남도,창원시,129.7,118.577240410984,-
경상남도,진주시,109.2,126.686122123757,17.4861221237571
경상남도,통영시,154.5,155.869025359211,1.3690253592107
경상남도,사천시,99,138.18313869576,39.1831386957602
경상남도,김해시,124.7,115.628391439046,-
경상남도,밀양시,112.8,100.454685530871,-
경상남도,거제시,168.8,186.452556789326,17.6525567893256
경상남도,양산시,107.9,126.915162139388,19.0151621393881
경상남도,의령군,113.3,103.645211805036,-
경상남도,함안군,85.5,103.907099889901,18.4070998899012
경상남도,창녕군,103.2,89.5717615686422,-
경상남도,고성군,127.1,139.822931497422,12.7229314974216
경상남도,남해군,153.3,188.503213485952,35.2032134859524
경상남도,하동군,126.5,149.476219766065,22.9762197660651
경상남도,산청군,131.4,119.576174046067,-
경상남도,함양군,124.1,94.8784550201606,-
경상남도,거창군,114.5,91.3717371793507,-
경상남도,합천군,119.8,94.5119642947459,-
제주특별자치도,제주시,198.8,151.431326667556,-
제주특별자치도,서귀포시,226.7,219.711214842794,-
