sido_nm,sigun_nm,amtprcp,norm_year,shortage
서울특별시,서울특별시,150.7,91.6772414514707,-
부산광역시,부산광역시,134.6,141.267080269367,6.66708026936686
부산광역시,기장군,154.3,146.060385352723,-
대구광역시,대구광역시,91,79.9598584018574,-
대구광역시,달성군,98,83.9783245348431,-
인천광역시,인천광역시,166.1,94.5985622479329,-
인천광역시,강화군,210.9,108.399845690305,-
인천광역시,옹진군,148.1,96.4633333333334,-
광주광역시,광주광역시,126.5,92.8583184226023,-
대전광역시,대전광역시,134.5,86.2866747301141,-
울산광역시,울산광역시,102.5,99.8840544694908,-
울산광역시,울주군,111.4,118.70303754163,7.30303754163003
세종특별자치시,세종시,114.9,88.1361738832777,-
경기도,수원시,148.2,93.1055074402044,-
경기도,성남시,146.5,92.4554473778176,-
경기도,의정부시,172.7,97.4708168774059,-
경기도,안양시,145.9,85.0115912807597,-
경기도,부천시,157.9,91.716521866788,-
경기도,광명시,143.6,79.38,-
경기도,평택시,122.1,76.5720678172201,-
경기도,동두천시,219.4,95.1090521366252,-
경기도,안산시,146.5,84.7904593978868,-
경기도,고양시,165.1,94.5492153941276,-
경기도,과천시,172.4,91.7172858324652,-
경기도,구리시,149.4,87.2389367128106,-
경기도,남양주시,163.5,93.1706970652828,-
경기도,오산시,122.7,82.9094037394251,-
경기도,시흥시,160.6,86.9463907394436,-
경기도,군포시,160.8,89.9387875831372,-
경기도,의왕시,146,92.2005300967027,-
경기도,하남시,152.5,89.9367633963942,-
경기도,용인시,154.9,91.6228777500907,-
경기도,파주시,200.5,93.7388334979233,-
경기도,이천시,147.6,88.7484666735452,-
경기도,안성시,130.7,82.0448512371182,-
경기도,김포시,179.5,97.7473904537877,-
경기도,화성시,132.2,84.0887629334385,-
경기도,광주시,124.9,89.7672823981368,-
경기도,양주시,166.1,94.6209827914984,-
경기도,포천시,197.3,98.8002320250757,-
경기도,여주시,145.6,86.9742387974018,-
경기도,연천군,203.9,94.1426064665432,-
경기도,가평군,173.1,98.7446128569518,-
경기도,양평군,158.7,96.2862781430478,-
강원도,춘천시,170.5,94.2882695601829,-
강원도,원주시,150.1,87.0363024003868,-
강원도,강릉시,158.3,81.8191678955136,-
강원도,동해시,111.3,68.6325840794395,-
강원도,태백시,147.1,85.7970290135734,-
강원도,속초시,189.4,95.4929415521529,-
강원도,삼척시,143.1,75.0812207299508,-
강원도,홍천군,179.2,94.1621920035813,-
강원도,횡성군,160.8,94.3379228017593,-
강원도,영월군,157.6,85.9073628505326,-
강원도,평창군,154.1,94.6305740551354,-
강원도,정선군,167.8,82.8623129366353,-
강원도,철원군,208.7,111.762371559157,-
강원도,화천군,186.4,93.3468686561544,-
강원도,양구군,177.4,85.3986377635184,-
강원도,인제군,194.2,92.5945549870009,-
강원도,고성군,179,93.330539765146,-
강원도,양양군,187.9,92.9180875351862,-
충청북도,청주시,137.6,81.5973471519673,-
충청북도,충주시,156.2,84.0979391939405,-
충청북도,제천시,165.1,88.3772866867101,-
충청북도,보은군,158.5,83.9554092652494,-
충청북도,옥천군,142.6,79.8382011004898,-
충청북도,영동군,135,73.657021310648,-
충청북도,증평군,121.9,81.197693508588,-
충청북도,진천군,144.1,82.2092713144926,-
충청북도,괴산군,152.4,82.4668042597195,-
충청북도,음성군,155.5,82.4118742117043,-
충청북도,단양군,148.9,82.9938430088333,-
충청남도,천안시,131.4,76.9277585935883,-
충청남도,공주시,128.1,91.278671029228,-
충청남도,보령시,123.1,89.9627232262292,-
충청남도,아산시,114.2,74.5776346372465,-
충청남도,서산시,120.2,97.5024442134831,-
충청남도,논산시,137,87.0187389484506,-
충청남도,계룡시,139.4,91.953079365216,-
충청남도,당진시,114.6,86.8425143847347,-
충청남도,금산군,149.3,82.1280297590631,-
충청남도,부여군,141.6,95.6494522073065,-
충청남도,서천군,120.2,86.7536216956292,-
충청남도,청양군,133.9,88.5490648541316,-
충청남도,홍성군,129.9,90.123983126881,-
충청남도,예산군,123.9,82.3045252805804,-
충청남도,태안군,111.6,95.3868188725435,-
전라북도,전주시,157.9,80.5412810569257,-
전라북도,군산시,136.2,86.6554291136445,-
전라북도,익산시,133.3,87.1349656531708,-
전라북도,정읍시,84.4,82.223459584838,-
전라북도,남원시,109.8,91.6964402488327,-
전라북도,김제시,109.3,80.8468224154661,-
전라북도,완주군,144.2,85.3209665615043,-
전라북도,진안군,163.4,92.3756000407782,-
전라북도,무주군,128.8,78.1060853805558,-
